Ano;Grupo CID-10;Faixa Etária;Valor
2019;Outras doenças das vias aéreas superiores;70 a 79 anos;-
2019;Doenças crônicas das vias aéreas inferiores;70 a 79 anos;126
2019;Doenças pulmonares devidas a agentes externos;70 a 79 anos;29
2019;Outras doenças respirat q afetam princ interstício;70 a 79 anos;22
2019;Afecções necróticas e supurat vias aéreas infer;70 a 79 anos;3
2019;Outras doenças da pleura;70 a 79 anos;2
2019;Outras doenças do aparelho respiratório;70 a 79 anos;15
2019;Doenças cavidade oral, glând salivares e maxilares;70 a 79 anos;-
2019;Doenças do esôfago, do estômago e do duodeno;70 a 79 anos;13
2019;Doenças do apêndice;70 a 79 anos;1
2019;Hérnias;70 a 79 anos;11
2019;Enterites e colites não-infecciosas;70 a 79 anos;3
2019;Outras doenças dos intestinos;70 a 79 anos;53
2019;Doenças do peritônio;70 a 79 anos;20
2019;Doenças do fígado;70 a 79 anos;44
2019;Transt vesícula biliar, vias biliares e pâncreas;70 a 79 anos;38
2019;Outras doenças do aparelho digestivo;70 a 79 anos;9
2019;Infecções da pele e do tecido subcutâneo;70 a 79 anos;20
2019;Afecções pápulo-descamativas;70 a 79 anos;-
2019;Urticária e eritema;70 a 79 anos;-
2019;Outras afecções da pele e do tecido subcutâneo;70 a 79 anos;7
2019;Artropatias;70 a 79 anos;3
2019;Doenças sistêmicas do tecido conjuntivo;70 a 79 anos;5
2019;Dorsopatias;70 a 79 anos;-
2019;Transtornos dos tecidos moles;70 a 79 anos;4
2019;Osteopatias e condropatias;70 a 79 anos;1
2019;Doenças glomerulares;70 a 79 anos;2
2019;Doenças renais túbulo-intersticiais;70 a 79 anos;9
2019;Insuficiência renal;70 a 79 anos;38
2019;Calculose renal;70 a 79 anos;2
2019;Outros transtornos do rim e do ureter;70 a 79 anos;1
2019;Outras doenças do aparelho urinário;70 a 79 anos;41
2019;Doenças dos órgãos genitais masculinos;70 a 79 anos;3
2019;Doenças inflamatórias órgãos pélvicos femininos;70 a 79 anos;-
2019;Transt não-inflamatórios do trato genital feminino;70 a 79 anos;-
2019;Edema proteinúr e transt hipert gravid parto puerp;70 a 79 anos;-
2019;Outros transtornos maternos relac predom gravidez;70 a 79 anos;-
2019;Complicações do trabalho de parto e do parto;70 a 79 anos;-
2019;Complicações relacionadas predom com o puerpério;70 a 79 anos;-
2019;Outras afecções obstétricas NCOP;70 a 79 anos;-
2019;Fet rec-nasc afet fat mat e compl grav, trab parto;70 a 79 anos;-
2019;Transt relac com a duração gestação e cresc fetal;70 a 79 anos;-
2019;Traumatismo de parto;70 a 79 anos;-
2019;Transt respirat e cardiovasc específ per perinatal;70 a 79 anos;-
2019;Infecções específicas do período perinatal;70 a 79 anos;-
2019;Transt hemorrág e hematológ feto e recém-nascido;70 a 79 anos;-
2019;Transt aparelho digestivo do feto ou recém-nascido;70 a 79 anos;-
2019;Outros transtornos originados no período perinatal;70 a 79 anos;-
2019;Malformações congênitas do sistema nervoso;70 a 79 anos;-
2019;Malformações congênitas do aparelho circulatório;70 a 79 anos;3
2019;Malformações congênitas do aparelho respiratório;70 a 79 anos;-
2019;Outras malformações congênitas aparelho digestivo;70 a 79 anos;-
2019;Malformações congênitas dos órgãos genitais;70 a 79 anos;-
2019;Malformações congênitas do aparelho urinário;70 a 79 anos;1
2019;Malform e deform congênit do sistema osteomuscular;70 a 79 anos;-
2019;Outras malformações congênitas;70 a 79 anos;-
2019;Anomalias cromossômicas NCOP;70 a 79 anos;-
2019;Sint e sinais relat aparelho circulat e respirat;70 a 79 anos;-
2019;Sintom e sinais relat ao aparelho digest e abdome;70 a 79 anos;2
2019;Sint e sinais relat sist nervoso e osteomuscular;70 a 79 anos;1
2019;Sintomas e sinais gerais;70 a 79 anos;5
2019;Causas mal definidas e desconhecidas mortalidade;70 a 79 anos;50
2019;Acidentes;70 a 79 anos;52
2019;Lesões autoprovocadas intencionalmente;70 a 79 anos;3
2019;Agressões;70 a 79 anos;9
2019;Eventos (fatos) cuja intenção é indeterminada;70 a 79 anos;42
2019;Intervenções legais e operações de guerra;70 a 79 anos;-
2019;Complicações de assistência médica e cirúrgica;70 a 79 anos;4
2019;Seqüelas causas externas de morbidade e mortalidad;70 a 79 anos;-
2020;Doenças infecciosas intestinais;70 a 79 anos;13
2020;Tuberculose;70 a 79 anos;5
2020;Algumas doenças bacterianas zoonóticas;70 a 79 anos;1
2020;Outras doenças bacterianas;70 a 79 anos;63
2020;Infecções de transmissão predominantemente sexual;70 a 79 anos;-
2020;Infecções virais do sistema nervoso central;70 a 79 anos;-
2020;Febres por arbovírus e febres hemorrágicas virais;70 a 79 anos;-
2020;Infecções virais caract p/lesões de pele e mucosas;70 a 79 anos;1
2020;Hepatite viral;70 a 79 anos;1
2020;Doença pelo vírus da imunodeficiência humana [HIV];70 a 79 anos;5
2020;Outras doenças por vírus;70 a 79 anos;1428
2020;Micoses;70 a 79 anos;1
2020;Doenças devidas a protozoários;70 a 79 anos;3
2020;Helmintíases;70 a 79 anos;1
2020;Pediculose, acaríase e outras infestações;70 a 79 anos;-
2020;Seqüelas de doenças infecciosas e parasitárias;70 a 79 anos;6
2020;Outras doenças infecciosas;70 a 79 anos;-
2020;Neoplasias malignas;70 a 79 anos;721
2020;Neoplasias [tumores] benignas(os);70 a 79 anos;3
2020;Neopl de comportamento incerto ou desconhecido;70 a 79 anos;14
2020;Anemias nutricionais;70 a 79 anos;-
2020;Anemias hemolíticas;70 a 79 anos;2
2020;Anemias aplásticas e outras anemias;70 a 79 anos;3
2020;Defeitos coagulação, púrpura, outr afecç hemorrág;70 a 79 anos;2
2020;Outras doenças do sangue e órgãos hematopoéticos;70 a 79 anos;1
2020;Alguns transt q comprometem o mecanismo imunitário;70 a 79 anos;-
2020;Transtornos da glândula tireóide;70 a 79 anos;2
2020;Diabetes mellitus;70 a 79 anos;131
2020;Outr transt regulação glicose e secr pancreát int;70 a 79 anos;1
2020;Transtornos de outras glândulas endócrinas;70 a 79 anos;1
2020;Desnutrição;70 a 79 anos;5
2020;Outras deficiências nutricionais;70 a 79 anos;-
2020;Obesidade e outras formas de hiperalimentação;70 a 79 anos;3
2020;Distúrbios metabólicos;70 a 79 anos;7
2020;Transtornos mentais orgânicos, incl sintomáticos;70 a 79 anos;29
2020;Transt ment e comport dev ao uso subst psicoativa;70 a 79 anos;13
2020;Esquizofrenia, transt esquizotípicos e delirantes;70 a 79 anos;4
2020;Transtornos do humor [afetivos];70 a 79 anos;4
2020;Transt neuróticos, relacion stress e somatoformes;70 a 79 anos;-
2020;Síndr comport assoc disfunç fisiológ e fat físicos;70 a 79 anos;-
2020;Retardo mental;70 a 79 anos;-
2020;Transtornos do desenvolvimento psicológico;70 a 79 anos;-
2020;Transtorno mental não especificado;70 a 79 anos;1
2020;Doenças inflamatórias do sistema nervoso central;70 a 79 anos;3
2020;Atrofias sistêm q afetam princ o sist nerv central;70 a 79 anos;6
2020;Doenças extrapiramidais e transt dos movimentos;70 a 79 anos;24
2020;Outras doenças degenerativas do sistema nervoso;70 a 79 anos;70
2020;Doenças desmielinizantes do sist nervoso central;70 a 79 anos;-
2020;Transtornos episódicos e paroxísticos;70 a 79 anos;6
2020;Polineuropatias e outr transt sist nerv periférico;70 a 79 anos;-
2020;Doenças da junção mioneural e dos músculos;70 a 79 anos;3
2020;Paralisia cerebral e outras síndromes paralíticas;70 a 79 anos;1
2020;Outros transtornos do sistema nervoso;70 a 79 anos;8
2020;Doenças do ouvido médio e da mastóide;70 a 79 anos;2
2020;Febre reumática aguda;70 a 79 anos;-
2020;Doenças reumáticas crônicas do coração;70 a 79 anos;1
2020;Doenças hipertensivas;70 a 79 anos;100
2020;Doenças isquêmicas do coração;70 a 79 anos;277
2020;Doenças cardíaca pulmonar e da circulação pulmonar;70 a 79 anos;14
2020;Outras formas de doença do coração;70 a 79 anos;201
2020;Doenças cerebrovasculares;70 a 79 anos;284
2020;Doenças das artérias, das arteríolas e capilares;70 a 79 anos;38
2020;Doenças veias, vasos e gânglios linfáticos, NCOP;70 a 79 anos;9
2020;Outros transt e os não espec aparelho circulatório;70 a 79 anos;1
2020;Infecções agudas das vias aéreas superiores;70 a 79 anos;3
2020;Influenza [gripe] e pneumonia;70 a 79 anos;200
2020;Outras infecções agudas das vias aéreas inferiores;70 a 79 anos;3
2020;Outras doenças das vias aéreas superiores;70 a 79 anos;-
2020;Doenças crônicas das vias aéreas inferiores;70 a 79 anos;86
2020;Doenças pulmonares devidas a agentes externos;70 a 79 anos;22
2020;Outras doenças respirat q afetam princ interstício;70 a 79 anos;7
2020;Afecções necróticas e supurat vias aéreas infer;70 a 79 anos;-
2020;Outras doenças da pleura;70 a 79 anos;2
2020;Outras doenças do aparelho respiratório;70 a 79 anos;25
2020;Doenças do esôfago, do estômago e do duodeno;70 a 79 anos;12
2020;Doenças do apêndice;70 a 79 anos;2
2020;Hérnias;70 a 79 anos;12
2020;Enterites e colites não-infecciosas;70 a 79 anos;2
2020;Outras doenças dos intestinos;70 a 79 anos;34
2020;Doenças do peritônio;70 a 79 anos;14
2020;Doenças do fígado;70 a 79 anos;49
2020;Transt vesícula biliar, vias biliares e pâncreas;70 a 79 anos;29
2020;Outras doenças do aparelho digestivo;70 a 79 anos;21
2020;Infecções da pele e do tecido subcutâneo;70 a 79 anos;18
2020;Afecções bolhosas;70 a 79 anos;-
2020;Afecções pápulo-descamativas;70 a 79 anos;1
2020;Outras afecções da pele e do tecido subcutâneo;70 a 79 anos;2
2020;Artropatias;70 a 79 anos;4
2020;Doenças sistêmicas do tecido conjuntivo;70 a 79 anos;-
2020;Dorsopatias;70 a 79 anos;2
2020;Transtornos dos tecidos moles;70 a 79 anos;6
2020;Osteopatias e condropatias;70 a 79 anos;2
2020;Doenças glomerulares;70 a 79 anos;1
2020;Doenças renais túbulo-intersticiais;70 a 79 anos;3
2020;Insuficiência renal;70 a 79 anos;40
2020;Calculose renal;70 a 79 anos;-
2020;Outros transtornos do rim e do ureter;70 a 79 anos;-
2020;Outras doenças do aparelho urinário;70 a 79 anos;41
2020;Doenças dos órgãos genitais masculinos;70 a 79 anos;3
2020;Doenças inflamatórias órgãos pélvicos femininos;70 a 79 anos;1
2020;Transt não-inflamatórios do trato genital feminino;70 a 79 anos;2
2020;Edema proteinúr e transt hipert gravid parto puerp;70 a 79 anos;-
2020;Outros transtornos maternos relac predom gravidez;70 a 79 anos;-
2020;Assist à mãe mot feto cavid amniót e prob rel part;70 a 79 anos;-
2020;Complicações do trabalho de parto e do parto;70 a 79 anos;-
2020;Complicações relacionadas predom com o puerpério;70 a 79 anos;-
2020;Outras afecções obstétricas NCOP;70 a 79 anos;-
2020;Fet rec-nasc afet fat mat e compl grav, trab parto;70 a 79 anos;-
2020;Transt relac com a duração gestação e cresc fetal;70 a 79 anos;-
2020;Traumatismo de parto;70 a 79 anos;-
2020;Transt respirat e cardiovasc específ per perinatal;70 a 79 anos;-
2020;Infecções específicas do período perinatal;70 a 79 anos;-
2020;Transt hemorrág e hematológ feto e recém-nascido;70 a 79 anos;-
2020;Transt aparelho digestivo do feto ou recém-nascido;70 a 79 anos;-
2020;Afecç comprom tegument e reg térm fet e recém-nasc;70 a 79 anos;-
2020;Outros transtornos originados no período perinatal;70 a 79 anos;-
2020;Malformações congênitas do sistema nervoso;70 a 79 anos;-
2020;Malformações congênitas do aparelho circulatório;70 a 79 anos;1
2020;Malformações congênitas do aparelho respiratório;70 a 79 anos;-
2020;Outras malformações congênitas aparelho digestivo;70 a 79 anos;-
2020;Malformações congênitas do aparelho urinário;70 a 79 anos;2
2020;Malform e deform congênit do sistema osteomuscular;70 a 79 anos;-
2020;Outras malformações congênitas;70 a 79 anos;-
2020;Anomalias cromossômicas NCOP;70 a 79 anos;-
2020;Sint e sinais relat aparelho circulat e respirat;70 a 79 anos;2
2020;Sintom e sinais relat ao aparelho digest e abdome;70 a 79 anos;2
2020;Sintom e sinais relat à pele e tecido subcutâneo;70 a 79 anos;-
2020;Sintomas e sinais gerais;70 a 79 anos;2
2020;Causas mal definidas e desconhecidas mortalidade;70 a 79 anos;105
2020;Acidentes;70 a 79 anos;45
2020;Lesões autoprovocadas intencionalmente;70 a 79 anos;5
2020;Agressões;70 a 79 anos;8
2020;Eventos (fatos) cuja intenção é indeterminada;70 a 79 anos;57
2020;Complicações de assistência médica e cirúrgica;70 a 79 anos;4
2020;Seqüelas causas externas de morbidade e mortalidad;70 a 79 anos;-
2016;Doenças infecciosas intestinais;80 anos e mais;40
2016;Tuberculose;80 anos e mais;7
2016;Algumas doenças bacterianas zoonóticas;80 anos e mais;1
2016;Outras doenças bacterianas;80 anos e mais;121
2016;Infecções de transmissão predominantemente sexual;80 anos e mais;-
2016;Infecções virais do sistema nervoso central;80 anos e mais;1
2016;Febres por arbovírus e febres hemorrágicas virais;80 anos e mais;11
2016;Infecções virais caract p/lesões de pele e mucosas;80 anos e mais;-
2016;Hepatite viral;80 anos e mais;4
2016;Doença pelo vírus da imunodeficiência humana [HIV];80 anos e mais;-
2016;Outras doenças por vírus;80 anos e mais;1
2016;Micoses;80 anos e mais;-
2016;Doenças devidas a protozoários;80 anos e mais;2
2016;Helmintíases;80 anos e mais;2
2016;Seqüelas de doenças infecciosas e parasitárias;80 anos e mais;1
2016;Outras doenças infecciosas;80 anos e mais;1
2016;Neoplasias malignas;80 anos e mais;551
2016;Neoplasias [tumores] in situ;80 anos e mais;1
2016;Neoplasias [tumores] benignas(os);80 anos e mais;3
2016;Neopl de comportamento incerto ou desconhecido;80 anos e mais;21
2016;Anemias nutricionais;80 anos e mais;2
2016;Anemias hemolíticas;80 anos e mais;1
2016;Anemias aplásticas e outras anemias;80 anos e mais;5
2016;Defeitos coagulação, púrpura, outr afecç hemorrág;80 anos e mais;2
2016;Outras doenças do sangue e órgãos hematopoéticos;80 anos e mais;-
2016;Alguns transt q comprometem o mecanismo imunitário;80 anos e mais;1
2016;Transtornos da glândula tireóide;80 anos e mais;4
2016;Diabetes mellitus;80 anos e mais;100
2016;Outr transt regulação glicose e secr pancreát int;80 anos e mais;3
2016;Transtornos de outras glândulas endócrinas;80 anos e mais;-
2016;Desnutrição;80 anos e mais;10
2016;Obesidade e outras formas de hiperalimentação;80 anos e mais;6
2016;Distúrbios metabólicos;80 anos e mais;14
2016;Transtornos mentais orgânicos, incl sintomáticos;80 anos e mais;85
2016;Transt ment e comport dev ao uso subst psicoativa;80 anos e mais;3
2016;Esquizofrenia, transt esquizotípicos e delirantes;80 anos e mais;1
2016;Transtornos do humor [afetivos];80 anos e mais;1
2016;Transt neuróticos, relacion stress e somatoformes;80 anos e mais;1
2016;Retardo mental;80 anos e mais;-
2016;Transtornos do desenvolvimento psicológico;80 anos e mais;-
2016;Transtorno mental não especificado;80 anos e mais;-
2016;Doenças inflamatórias do sistema nervoso central;80 anos e mais;-
2016;Atrofias sistêm q afetam princ o sist nerv central;80 anos e mais;3
2016;Doenças extrapiramidais e transt dos movimentos;80 anos e mais;40
2016;Outras doenças degenerativas do sistema nervoso;80 anos e mais;225
2016;Doenças desmielinizantes do sist nervoso central;80 anos e mais;-
2016;Transtornos episódicos e paroxísticos;80 anos e mais;7
2016;Polineuropatias e outr transt sist nerv periférico;80 anos e mais;1
2016;Doenças da junção mioneural e dos músculos;80 anos e mais;2
2016;Paralisia cerebral e outras síndromes paralíticas;80 anos e mais;-
2016;Outros transtornos do sistema nervoso;80 anos e mais;7
2016;Transtornos do humor vítreo e do globo ocular;80 anos e mais;-
2016;Doenças do ouvido médio e da mastóide;80 anos e mais;-
2016;Doenças reumáticas crônicas do coração;80 anos e mais;1
2016;Doenças hipertensivas;80 anos e mais;48
2016;Doenças isquêmicas do coração;80 anos e mais;281
2016;Doenças cardíaca pulmonar e da circulação pulmonar;80 anos e mais;22
2016;Outras formas de doença do coração;80 anos e mais;247
2016;Doenças cerebrovasculares;80 anos e mais;467
2016;Doenças das artérias, das arteríolas e capilares;80 anos e mais;57
2016;Doenças veias, vasos e gânglios linfáticos, NCOP;80 anos e mais;13
2016;Infecções agudas das vias aéreas superiores;80 anos e mais;2
2016;Influenza [gripe] e pneumonia;80 anos e mais;640
2016;Outras infecções agudas das vias aéreas inferiores;80 anos e mais;9
2016;Outras doenças das vias aéreas superiores;80 anos e mais;2
2016;Doenças crônicas das vias aéreas inferiores;80 anos e mais;140
2016;Doenças pulmonares devidas a agentes externos;80 anos e mais;70
2016;Outras doenças respirat q afetam princ interstício;80 anos e mais;12
2016;Afecções necróticas e supurat vias aéreas infer;80 anos e mais;1
2016;Outras doenças da pleura;80 anos e mais;4
2016;Outras doenças do aparelho respiratório;80 anos e mais;91
2016;Doenças do esôfago, do estômago e do duodeno;80 anos e mais;17
2016;Doenças do apêndice;80 anos e mais;-
2016;Hérnias;80 anos e mais;8
2016;Enterites e colites não-infecciosas;80 anos e mais;4
2016;Outras doenças dos intestinos;80 anos e mais;73
2016;Doenças do peritônio;80 anos e mais;11
2016;Doenças do fígado;80 anos e mais;29
2016;Transt vesícula biliar, vias biliares e pâncreas;80 anos e mais;36
2016;Outras doenças do aparelho digestivo;80 anos e mais;26
2016;Infecções da pele e do tecido subcutâneo;80 anos e mais;31
2016;Afecções bolhosas;80 anos e mais;-
2016;Dermatite e eczema;80 anos e mais;-
2016;Afecções pápulo-descamativas;80 anos e mais;-
2016;Urticária e eritema;80 anos e mais;-
2016;Outras afecções da pele e do tecido subcutâneo;80 anos e mais;23
2016;Artropatias;80 anos e mais;5
2016;Doenças sistêmicas do tecido conjuntivo;80 anos e mais;1
2016;Dorsopatias;80 anos e mais;-
2016;Transtornos dos tecidos moles;80 anos e mais;33
2016;Osteopatias e condropatias;80 anos e mais;7
2016;Doenças glomerulares;80 anos e mais;4
2016;Doenças renais túbulo-intersticiais;80 anos e mais;5
2016;Insuficiência renal;80 anos e mais;64
2016;Calculose renal;80 anos e mais;-
2016;Outros transtornos do rim e do ureter;80 anos e mais;-
2016;Outras doenças do aparelho urinário;80 anos e mais;96
2016;Doenças dos órgãos genitais masculinos;80 anos e mais;10
2016;Doenças da mama;80 anos e mais;-
2016;Doenças inflamatórias órgãos pélvicos femininos;80 anos e mais;-
2016;Transt não-inflamatórios do trato genital feminino;80 anos e mais;-
2016;Gravidez que termina em aborto;80 anos e mais;-
2016;Edema proteinúr e transt hipert gravid parto puerp;80 anos e mais;-
2016;Assist à mãe mot feto cavid amniót e prob rel part;80 anos e mais;-
2016;Complicações do trabalho de parto e do parto;80 anos e mais;-
2016;Complicações relacionadas predom com o puerpério;80 anos e mais;-
2016;Outras afecções obstétricas NCOP;80 anos e mais;-
2016;Fet rec-nasc afet fat mat e compl grav, trab parto;80 anos e mais;-
2016;Transt relac com a duração gestação e cresc fetal;80 anos e mais;-
2016;Traumatismo de parto;80 anos e mais;-
2016;Transt respirat e cardiovasc específ per perinatal;80 anos e mais;-
2016;Infecções específicas do período perinatal;80 anos e mais;-
2016;Transt hemorrág e hematológ feto e recém-nascido;80 anos e mais;-
2016;Transt endócr e metaból trans espec fet e rec-nasc;80 anos e mais;-
2016;Transt aparelho digestivo do feto ou recém-nascido;80 anos e mais;-
2016;Afecç comprom tegument e reg térm fet e recém-nasc;80 anos e mais;-
2016;Outros transtornos originados no período perinatal;80 anos e mais;-
2016;Malformações congênitas do sistema nervoso;80 anos e mais;-
2016;Malformações congênitas do aparelho circulatório;80 anos e mais;-
2016;Malformações congênitas do aparelho respiratório;80 anos e mais;-
2016;Outras malformações congênitas aparelho digestivo;80 anos e mais;-
2016;Malformações congênitas do aparelho urinário;80 anos e mais;1
2016;Malform e deform congênit do sistema osteomuscular;80 anos e mais;-
2016;Outras malformações congênitas;80 anos e mais;-
2016;Anomalias cromossômicas NCOP;80 anos e mais;-
2016;Sint e sinais relat aparelho circulat e respirat;80 anos e mais;20
2016;Sintom e sinais relat ao aparelho digest e abdome;80 anos e mais;12
2016;Sintom e sinais relat à pele e tecido subcutâneo;80 anos e mais;1
2016;Sint e sinais relat sist nervoso e osteomuscular;80 anos e mais;1
2016;Sint e sinais rel cogn percep estado emoc e compor;80 anos e mais;-
2016;Sintomas e sinais gerais;80 anos e mais;45
2016;Achad anorm exam e out líq, subs e tec corp s/diag;80 anos e mais;-
2016;Causas mal definidas e desconhecidas mortalidade;80 anos e mais;554
2016;Acidentes;80 anos e mais;111
2016;Lesões autoprovocadas intencionalmente;80 anos e mais;4
2016;Agressões;80 anos e mais;1
2016;Eventos (fatos) cuja intenção é indeterminada;80 anos e mais;16
2016;Complicações de assistência médica e cirúrgica;80 anos e mais;3
2016;Seqüelas causas externas de morbidade e mortalidad;80 anos e mais;3
2017;Doenças infecciosas intestinais;80 anos e mais;56
2017;Tuberculose;80 anos e mais;10
2017;Algumas doenças bacterianas zoonóticas;80 anos e mais;-
2017;Outras doenças bacterianas;80 anos e mais;90
2017;Infecções de transmissão predominantemente sexual;80 anos e mais;-
2017;Infecções virais do sistema nervoso central;80 anos e mais;1
2017;Febres por arbovírus e febres hemorrágicas virais;80 anos e mais;82
2017;Infecções virais caract p/lesões de pele e mucosas;80 anos e mais;3
2017;Hepatite viral;80 anos e mais;4
2017;Doença pelo vírus da imunodeficiência humana [HIV];80 anos e mais;-
2017;Outras doenças por vírus;80 anos e mais;4
2017;Micoses;80 anos e mais;-
2017;Doenças devidas a protozoários;80 anos e mais;3
2017;Helmintíases;80 anos e mais;1
2017;Pediculose, acaríase e outras infestações;80 anos e mais;1
2017;Seqüelas de doenças infecciosas e parasitárias;80 anos e mais;12
2017;Outras doenças infecciosas;80 anos e mais;-
2017;Neoplasias malignas;80 anos e mais;629
2017;Neoplasias [tumores] in situ;80 anos e mais;-
2017;Neoplasias [tumores] benignas(os);80 anos e mais;7
2017;Neopl de comportamento incerto ou desconhecido;80 anos e mais;15
2017;Anemias nutricionais;80 anos e mais;2
2017;Anemias hemolíticas;80 anos e mais;2
2017;Anemias aplásticas e outras anemias;80 anos e mais;5
2017;Defeitos coagulação, púrpura, outr afecç hemorrág;80 anos e mais;6
2017;Outras doenças do sangue e órgãos hematopoéticos;80 anos e mais;2
2017;Alguns transt q comprometem o mecanismo imunitário;80 anos e mais;1
2017;Transtornos da glândula tireóide;80 anos e mais;6
2017;Diabetes mellitus;80 anos e mais;119
2017;Outr transt regulação glicose e secr pancreát int;80 anos e mais;1
2017;Transtornos de outras glândulas endócrinas;80 anos e mais;1
2017;Desnutrição;80 anos e mais;20
2017;Outras deficiências nutricionais;80 anos e mais;1
2017;Obesidade e outras formas de hiperalimentação;80 anos e mais;4
2017;Distúrbios metabólicos;80 anos e mais;22
2017;Transtornos mentais orgânicos, incl sintomáticos;80 anos e mais;94
2017;Transt ment e comport dev ao uso subst psicoativa;80 anos e mais;8
2017;Esquizofrenia, transt esquizotípicos e delirantes;80 anos e mais;1
2017;Transtornos do humor [afetivos];80 anos e mais;1
2017;Transt neuróticos, relacion stress e somatoformes;80 anos e mais;1
2017;Retardo mental;80 anos e mais;-
2017;Doenças inflamatórias do sistema nervoso central;80 anos e mais;3
2017;Atrofias sistêm q afetam princ o sist nerv central;80 anos e mais;1
2017;Doenças extrapiramidais e transt dos movimentos;80 anos e mais;47
2017;Outras doenças degenerativas do sistema nervoso;80 anos e mais;299
2017;Doenças desmielinizantes do sist nervoso central;80 anos e mais;3
2017;Transtornos episódicos e paroxísticos;80 anos e mais;4
2017;Polineuropatias e outr transt sist nerv periférico;80 anos e mais;-
2017;Doenças da junção mioneural e dos músculos;80 anos e mais;3
2017;Paralisia cerebral e outras síndromes paralíticas;80 anos e mais;-
2017;Outros transtornos do sistema nervoso;80 anos e mais;22
2017;Doenças do ouvido médio e da mastóide;80 anos e mais;-
2017;Febre reumática aguda;80 anos e mais;-
2017;Doenças reumáticas crônicas do coração;80 anos e mais;5
2017;Doenças hipertensivas;80 anos e mais;89
2017;Doenças isquêmicas do coração;80 anos e mais;351
2017;Doenças cardíaca pulmonar e da circulação pulmonar;80 anos e mais;25
2017;Outras formas de doença do coração;80 anos e mais;336
2017;Doenças cerebrovasculares;80 anos e mais;541
2017;Doenças das artérias, das arteríolas e capilares;80 anos e mais;60
2017;Doenças veias, vasos e gânglios linfáticos, NCOP;80 anos e mais;23
2017;Infecções agudas das vias aéreas superiores;80 anos e mais;12
2017;Influenza [gripe] e pneumonia;80 anos e mais;774
2017;Outras infecções agudas das vias aéreas inferiores;80 anos e mais;11
2017;Outras doenças das vias aéreas superiores;80 anos e mais;1
2017;Doenças crônicas das vias aéreas inferiores;80 anos e mais;197
2017;Doenças pulmonares devidas a agentes externos;80 anos e mais;73
2017;Outras doenças respirat q afetam princ interstício;80 anos e mais;22
2017;Afecções necróticas e supurat vias aéreas infer;80 anos e mais;-
2017;Outras doenças da pleura;80 anos e mais;4
2017;Outras doenças do aparelho respiratório;80 anos e mais;116
2017;Doenças do esôfago, do estômago e do duodeno;80 anos e mais;21
2017;Doenças do apêndice;80 anos e mais;4
2017;Hérnias;80 anos e mais;17
2017;Enterites e colites não-infecciosas;80 anos e mais;5
2017;Outras doenças dos intestinos;80 anos e mais;73
2017;Doenças do peritônio;80 anos e mais;14
2017;Doenças do fígado;80 anos e mais;26
2017;Transt vesícula biliar, vias biliares e pâncreas;80 anos e mais;34
2017;Outras doenças do aparelho digestivo;80 anos e mais;26
2017;Infecções da pele e do tecido subcutâneo;80 anos e mais;31
2017;Afecções bolhosas;80 anos e mais;4
2017;Dermatite e eczema;80 anos e mais;1
2017;Afecções pápulo-descamativas;80 anos e mais;-
2017;Urticária e eritema;80 anos e mais;2
2017;Outras afecções da pele e do tecido subcutâneo;80 anos e mais;21
2017;Artropatias;80 anos e mais;4
2017;Doenças sistêmicas do tecido conjuntivo;80 anos e mais;3
2017;Dorsopatias;80 anos e mais;1
2017;Transtornos dos tecidos moles;80 anos e mais;42
2017;Osteopatias e condropatias;80 anos e mais;29
2017;Doenças glomerulares;80 anos e mais;3
2017;Doenças renais túbulo-intersticiais;80 anos e mais;7
2017;Insuficiência renal;80 anos e mais;67
2017;Calculose renal;80 anos e mais;1
2017;Outros transtornos do rim e do ureter;80 anos e mais;-
2017;Outras doenças do aparelho urinário;80 anos e mais;115
2017;Doenças dos órgãos genitais masculinos;80 anos e mais;6
2017;Doenças inflamatórias órgãos pélvicos femininos;80 anos e mais;-
2017;Transt não-inflamatórios do trato genital feminino;80 anos e mais;2
2017;Edema proteinúr e transt hipert gravid parto puerp;80 anos e mais;-
2017;Outros transtornos maternos relac predom gravidez;80 anos e mais;-
2017;Assist à mãe mot feto cavid amniót e prob rel part;80 anos e mais;-
2017;Complicações do trabalho de parto e do parto;80 anos e mais;-
2017;Complicações relacionadas predom com o puerpério;80 anos e mais;-
2017;Outras afecções obstétricas NCOP;80 anos e mais;-
2017;Fet rec-nasc afet fat mat e compl grav, trab parto;80 anos e mais;-
2017;Transt relac com a duração gestação e cresc fetal;80 anos e mais;-
2017;Traumatismo de parto;80 anos e mais;-
2017;Transt respirat e cardiovasc específ per perinatal;80 anos e mais;-
2017;Infecções específicas do período perinatal;80 anos e mais;-
2017;Transt hemorrág e hematológ feto e recém-nascido;80 anos e mais;-
2017;Transt aparelho digestivo do feto ou recém-nascido;80 anos e mais;-
2017;Afecç comprom tegument e reg térm fet e recém-nasc;80 anos e mais;-
2017;Outros transtornos originados no período perinatal;80 anos e mais;-
2017;Malformações congênitas do sistema nervoso;80 anos e mais;-
2017;Malformações congênitas do aparelho circulatório;80 anos e mais;1
2017;Malformações congênitas do aparelho respiratório;80 anos e mais;-
2017;Outras malformações congênitas aparelho digestivo;80 anos e mais;-
2017;Malformações congênitas do aparelho urinário;80 anos e mais;-
2017;Malform e deform congênit do sistema osteomuscular;80 anos e mais;-
2017;Outras malformações congênitas;80 anos e mais;-
